1002301,7,2010,74,73,0,2,555000,-1
1002294,18,2010,87,91,0,1,4500000,-1
1002296,22,2010,82,84,0,2,850000,-1
1002293,8,2010,87,87,0,2,2750000,-1
1002336,1,2010,80,79,0,3,575000,-1
1002333,24,2010,84,84,0,3,900000,-1
1003205,21,2010,83,81,0,3,875000,-1
1002373,10,2010,86,84,0,4,5400000,-1
1003273,25,2010,87,87,0,6,4250000,-1
1003281,15,2010,76,79,0,2,512500,-1
1002785,29,2010,82,86,0,1,1950000,-1
1002959,425,2010,86,85,0,1,2350000,-1
1002409,6,2010,87,90,0,1,4750000,-1
1002410,6,2010,84,84,0,1,590000,-1
1002371,22,2010,85,83,0,3,900000,-1
1002639,9,2010,83,83,0,2,1200000,-1
1002423,29,2010,77,80,0,4,840000,-1
1002456,12,2010,86,84,0,3,900000,-1
1002460,2,2010,84,83,0,1,821667,-1
1002496,20,2010,81,81,0,2,845833,-1
1002511,6,2010,86,84,0,3,4083333,-1
1002821,26,2010,79,79,0,1,803250,-1
1003269,23,2010,74,80,0,3,900000,-1
1003274,13,2010,74,74,0,3,875000,-1
1002533,5,2010,85,85,0,3,4000000,-1
1002531,2,2010,75,73,0,4,870000,-1
1002604,19,2010,76,78,0,3,875000,-1
1002561,16,2010,89,86,0,5,6300000,-1
1002562,16,2010,86,88,0,5,6300000,-1
1003307,5,2010,89,89,0,5,5000000,-1
1002599,10,2010,80,80,0,3,870000,-1
1002602,19,2010,81,85,0,2,2600000,-1
1003058,29,2010,86,84,0,1,845833,-1
1002661,6,2010,82,80,0,3,900000,-1
1002662,25,2010,86,86,0,2,630000,-1
1002664,28,2010,88,88,0,4,4000000,-1
1002674,2,2010,83,83,0,1,650000,-1
1002848,18,2010,84,92,0,2,3500000,-1
1002671,7,2010,84,86,0,1,1000000,-1
1002665,19,2010,78,78,0,1,850000,-1
1002681,30,2010,82,82,0,1,660000,-1
1003340,15,2010,84,84,0,3,573333,-1
1002705,2,2010,84,84,0,2,525000,-1
1002711,22,2010,84,82,0,2,2275000,-1
1002952,16,2010,82,80,0,3,900000,-1
1002995,3,2010,84,87,0,5,3975000,-1
1002894,424,2010,82,82,0,1,845833,-1
1002563,16,2010,88,91,0,-1,-1,-1
1002753,29,2010,83,83,0,3,1300000,-1
1002748,2,2010,76,76,0,2,900000,-1
1002746,14,2010,86,86,0,1,2200000,-1
1002867,28,2010,76,76,0,1,750000,-1
1003098,18,2010,85,85,0,3,3083333,-1
1002778,4,2010,77,77,0,3,900000,-1
1002813,26,2010,88,90,0,6,6800000,-1
1002817,26,2010,86,86,0,4,3175000,-1
1002814,26,2010,84,87,0,1,875000,-1
1003266,23,2010,84,87,0,3,3250000,-1
1002815,26,2010,88,88,0,3,1800000,-1
1002851,3,2010,81,77,0,2,900000,-1
1002850,30,2010,80,81,0,3,526667,-1
1002385,5,2010,84,86,0,2,1833333,-1
1003386,13,2010,78,81,0,2,900000,-1
1002888,21,2010,86,84,0,2,900000,-1
1002703,26,2010,83,83,0,1,793333,-1
1002948,2,2010,83,83,0,1,875000,-1
1002962,30,2010,82,82,0,3,1400000,-1
1002968,2,2010,79,79,0,2,631667,-1
1002961,6,2010,83,87,0,2,1875000,-1
1002958,1,2010,83,87,0,1,737500,-1
1002950,15,2010,84,84,0,1,821667,-1
1002346,3,2010,83,81,0,2,875000,-1
1003318,29,2010,76,78,0,1,775000,-1
1003056,4,2010,88,88,0,1,821667,-1
1003078,14,2010,81,83,0,1,625000,-1
1003064,28,2010,80,81,0,2,662500,-1
1002782,424,2010,87,85,0,1,1200000,-1
1003094,5,2010,93,91,0,4,8700000,-1
1003093,5,2010,95,94,0,3,8700000,-1
1002816,4,2010,88,85,0,1,5000000,-1
1003095,5,2010,87,88,0,4,3500000,-1
1003129,28,2010,86,85,0,2,816667,-1
1003136,425,2010,85,83,0,2,900000,-1
1002897,24,2010,75,75,0,1,796250,-1
1002673,22,2010,83,83,0,1,1000000,-1
1003127,9,2010,86,88,0,2,875000,-1
1003128,30,2010,87,84,0,2,3550000,-1
1003130,28,2010,82,88,0,3,3100000,-1
1002542,10,2010,81,81,0,1,546667,-1
1003160,21,2010,81,84,0,2,880000,-1
1003164,26,2010,74,75,0,4,870000,-1
1003168,19,2010,86,84,0,2,2150000,-1
1003246,26,2010,78,76,0,3,710000,-1
1003174,30,2010,76,77,0,3,643333,-1
1003194,14,2010,91,88,0,1,875000,-1
1003195,14,2010,81,84,0,2,900000,-1
1003198,3,2010,81,84,0,3,875000,-1
1003208,425,2010,81,83,0,1,875000,-1
1003070,9,2010,84,84,0,1,850000,-1
1002570,16,2010,85,89,0,1,3500000,-1
1002954,22,2010,84,83,0,3,875000,-1
1002492,20,2010,86,87,0,1,891667,-1
1003229,2,2010,85,85,0,2,900000,-1
1002461,26,2010,84,84,0,1,556667,-1
1003243,9,2010,87,87,0,5,7000000,-1
