1004264,0,2010,40,40,1,1,0,-1
1004264,0,2000,40,40,1,1,0,-1
1004264,22,1980,99,92,0,3,2200000,-1
1002987,3,2010,92,92,0,4,6875000,-1
1002987,0,2000,82,82,1,1,0,-1
1002568,0,2010,84,82,1,1,0,-1
1002348,23,2010,88,89,0,6,5000000,-1
1002294,18,2010,87,91,0,1,4500000,-1
1002301,7,2010,74,73,0,2,555000,-1
1003202,0,2010,85,83,1,1,0,-1
1002961,6,2010,83,87,0,2,1875000,-1
1002411,6,2010,88,88,0,2,1250000,-1
1002570,16,2010,85,89,0,1,3500000,-1
1003271,0,2010,83,81,1,1,0,-1
1003377,425,2010,84,84,0,3,2383333,-1
1004178,29,2010,84,84,0,4,3200000,-1
1003278,0,2010,79,82,1,1,0,-1
1002646,3,2010,85,85,0,1,1850000,-1
1002347,17,2010,82,82,0,1,750000,-1
1002412,6,2010,86,87,0,2,3750000,-1
1003067,25,2010,80,84,0,2,1500000,-1
1002869,0,2010,77,77,1,1,0,-1
1002338,0,2010,82,83,1,1,0,-1
1004069,0,2010,40,40,1,1,0,-1
1004069,423,2000,92,87,0,1,1000000,-1
1003930,24,2010,88,86,0,1,3250000,-1
1003930,423,2000,91,88,0,1,1000000,-1
1004094,10,2010,84,84,0,1,6000000,-1
1004094,423,2000,85,85,0,1,1000000,-1
1003963,0,2010,40,40,1,1,0,-1
1003963,423,2000,81,81,0,1,1000000,-1
1004219,30,2010,83,83,0,3,3500000,-1
1004219,423,2000,83,86,0,1,1000000,-1
1003946,0,2010,40,40,1,1,0,-1
1003946,423,2000,79,84,0,1,1000000,-1
1004099,17,2010,78,80,0,1,750000,-1
1004099,423,2000,78,85,0,1,1000000,-1
1004046,0,2010,40,40,1,1,0,-1
1004046,423,2000,77,81,0,1,1000000,-1
1004077,0,2010,40,40,1,1,0,-1
1004077,423,2000,86,84,0,1,1000000,-1
1010108,0,2010,77,73,1,1,0,-1
1003269,23,2010,74,80,0,3,900000,-1
1002533,5,2010,85,85,0,3,4000000,-1
1004268,0,2010,40,40,1,1,0,-1
1004268,0,2000,40,40,1,1,0,-1
1004268,0,1980,40,40,1,1,0,-1
1004268,17,1960,95,90,0,1,1000000,-1
1003874,0,2010,40,40,1,1,0,-1
1003874,5,2000,99,94,0,1,1000000,-1
1003308,0,2010,87,84,1,1,0,-1
1004127,23,2010,92,88,0,4,6100000,-1
1004127,23,2000,84,81,0,1,1000000,-1
1004128,23,2010,93,88,0,4,6100000,-1
1004128,23,2000,84,82,0,1,1000000,-1
1004282,0,2010,40,40,1,1,0,-1
1004282,0,2000,40,40,1,1,0,-1
1004282,0,1980,97,94,1,1,0,-1
1003811,0,2010,40,40,1,1,0,-1
1003811,21,2000,87,90,0,1,1000000,-1
1003811,6,1980,88,86,0,3,1900000,-1
1003818,0,2010,40,40,1,1,0,-1
1003818,3,2000,87,88,0,1,1000000,-1
1003818,22,1980,88,85,0,3,750000,-1
1003830,0,2010,40,40,1,1,0,-1
1003830,0,2000,40,40,1,1,0,-1
1003830,22,1980,90,82,0,3,1800000,-1
1003825,0,2010,40,40,1,1,0,-1
1003825,6,2000,86,84,0,1,1000000,-1
1003825,22,1980,85,82,0,3,1500000,-1
1003820,0,2010,40,40,1,1,0,-1
1003820,0,2000,40,40,1,1,0,-1
1003820,22,1980,87,80,0,3,435000,-1
1003772,0,2010,40,40,1,1,0,-1
1003772,0,2000,40,40,1,1,0,-1
1003772,8,1980,95,89,0,2,1900000,-1
1004085,14,2010,78,82,0,6,3607142,-1
1004085,23,2000,83,86,0,1,1000000,-1
1004009,0,2010,40,40,1,1,0,-1
1004009,23,2000,92,86,0,1,1000000,-1
1004240,17,2010,85,84,0,2,1937500,-1
1004240,23,2000,87,86,0,1,1000000,-1
1004119,13,2010,81,86,0,2,2900000,-1
1004119,23,2000,74,77,0,1,1000000,-1
1004218,5,2010,83,83,0,3,1800000,-1
1004218,23,2000,83,81,0,1,1000000,-1
